Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9342105263157895,0.3157894736842105,0.9210526315789473,0.881578947368421,0.9605263157894737,0.881578947368421,0.9473684210526315
0.96,0.30666666666666664,0.96,0.88,0.96,0.88,0.9333333333333333
0.9333333333333333,0.36,0.9466666666666667,0.88,0.9333333333333333,0.9333333333333333,0.92
0.972972972972973,0.3108108108108108,0.9864864864864865,0.8918918918918919,0.9864864864864865,0.918918918918919,0.9864864864864865
0.918918918918919,0.33783783783783783,0.972972972972973,0.8918918918918919,0.972972972972973,0.918918918918919,0.9324324324324325
0.9459459459459459,0.33783783783783783,0.9459459459459459,0.8918918918918919,0.9459459459459459,0.8918918918918919,0.9054054054054054
0.972972972972973,0.16216216216216217,0.972972972972973,0.8918918918918919,0.972972972972973,0.8918918918918919,0.9594594594594594
0.8918918918918919,0.32432432432432434,0.9324324324324325,0.8918918918918919,0.918918918918919,0.918918918918919,0.9054054054054054
0.918918918918919,0.2972972972972973,0.9324324324324325,0.8918918918918919,0.9459459459459459,0.9054054054054054,0.918918918918919
0.972972972972973,0.2972972972972973,0.9594594594594594,0.8918918918918919,0.9594594594594594,0.8918918918918919,0.972972972972973
0.9324324324324325,0.28378378378378377,0.9594594594594594,0.8918918918918919,0.9459459459459459,0.8918918918918919,0.918918918918919
0.9459459459459459,0.32432432432432434,0.9594594594594594,0.8918918918918919,0.972972972972973,0.918918918918919,0.972972972972973
0.9864864864864865,0.40540540540540543,1.0,0.8918918918918919,1.0,0.8918918918918919,1.0
0.9594594594594594,0.2972972972972973,0.9459459459459459,0.8918918918918919,0.9594594594594594,0.9054054054054054,0.972972972972973
0.9324324324324325,0.35135135135135137,0.918918918918919,0.8918918918918919,0.9054054054054054,0.8918918918918919,0.9054054054054054
0.9594594594594594,0.33783783783783783,0.9594594594594594,0.8918918918918919,0.9459459459459459,0.8918918918918919,0.9459459459459459
0.9054054054054054,0.3783783783783784,0.9054054054054054,0.8918918918918919,0.9054054054054054,0.9324324324324325,0.918918918918919
0.9594594594594594,0.35135135135135137,0.9459459459459459,0.8918918918918919,0.9594594594594594,0.918918918918919,0.8918918918918919
0.918918918918919,0.28378378378378377,0.918918918918919,0.8918918918918919,0.9324324324324325,0.9324324324324325,0.918918918918919
0.9324324324324325,0.3108108108108108,0.9594594594594594,0.8918918918918919,0.9864864864864865,0.9054054054054054,0.972972972972973
