Naive Bayes,Nearest Neighbors
0.6538461538461539,0.6153846153846154
0.7307692307692307,0.6923076923076923
0.7307692307692307,0.6153846153846154
0.7692307692307693,0.7307692307692307
0.8076923076923077,0.6538461538461539
0.6538461538461539,0.7307692307692307
0.9230769230769231,0.7692307692307693
0.6923076923076923,0.6923076923076923
0.8076923076923077,0.7692307692307693
0.7692307692307693,0.6153846153846154
0.7307692307692307,0.6153846153846154
0.8461538461538461,0.5384615384615384
0.8076923076923077,0.7692307692307693
0.7692307692307693,0.7692307692307693
0.6923076923076923,0.6538461538461539
0.7307692307692307,0.7307692307692307
0.7692307692307693,0.7307692307692307
0.6923076923076923,0.7692307692307693
0.7307692307692307,0.6538461538461539
0.7692307692307693,0.7307692307692307
0.64,0.56
0.8,0.68
0.76,0.72
0.64,0.64
0.8,0.64
0.68,0.6
0.88,0.68
0.64,0.52
0.8333333333333334,0.7083333333333334
0.875,0.6666666666666666
