Naive Bayes,Nearest Neighbors
0.6111111111111112,0.7777777777777778
0.5555555555555556,0.6111111111111112
0.5555555555555556,0.3888888888888889
0.5555555555555556,0.7222222222222222
0.6111111111111112,0.6111111111111112
0.5882352941176471,0.7058823529411765
0.5294117647058824,0.7058823529411765
0.6470588235294118,0.6470588235294118
0.6470588235294118,0.7058823529411765
0.5294117647058824,0.5882352941176471
0.47058823529411764,0.7647058823529411
0.5882352941176471,0.5882352941176471
0.5882352941176471,0.5882352941176471
0.4117647058823529,0.5294117647058824
0.29411764705882354,0.5882352941176471
0.5882352941176471,0.6470588235294118
0.47058823529411764,0.35294117647058826
0.6470588235294118,0.6470588235294118
0.6470588235294118,0.7058823529411765
0.5882352941176471,0.5882352941176471
