Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
1.0,0.9,0.4,0.8,0.9,0.8
0.8,0.7,0.4,0.8,0.7,0.8
0.7,0.7,0.4,1.0,1.0,0.7
0.5,0.6,0.4,0.5,0.5,0.6
0.7777777777777778,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.5555555555555556
0.75,0.875,0.375,0.875,0.875,0.75
0.875,0.625,0.375,0.5,0.875,0.5
0.75,0.75,0.375,0.625,0.75,0.75
0.75,0.75,0.375,0.875,0.875,0.625
0.625,0.5,0.375,0.75,0.75,0.625
0.625,0.625,0.375,0.5,0.625,0.5
0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.42857142857142855
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714
0.8571428571428571,0.8571428571428571,0.42857142857142855,0.8571428571428571,1.0,0.7142857142857143
0.5714285714285714,0.5714285714285714,0.42857142857142855,0.8571428571428571,1.0,0.8571428571428571
0.8571428571428571,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.42857142857142855
0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.7142857142857143
0.7142857142857143,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.7142857142857143
0.8571428571428571,0.8571428571428571,0.42857142857142855,0.7142857142857143,1.0,0.5714285714285714
0.5714285714285714,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714
