Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.956140350877193,0.9590643274853801,0.9678362573099415,0.6491228070175439,0.8508771929824561,0.9619883040935673,0.9707602339181286
0.9472140762463344,0.9618768328445748,0.967741935483871,0.6510263929618768,0.8504398826979472,0.967741935483871,0.9765395894428153
0.9532163742690059,0.956140350877193,0.9649122807017544,0.6491228070175439,0.847953216374269,0.9619883040935673,0.9678362573099415
0.9413489736070382,0.9618768328445748,0.9648093841642229,0.6510263929618768,0.844574780058651,0.9736070381231672,0.9618768328445748
0.9415204678362573,0.9473684210526315,0.9590643274853801,0.6491228070175439,0.8538011695906432,0.9619883040935673,0.9678362573099415
0.9501466275659824,0.9736070381231672,0.9706744868035191,0.6510263929618768,0.8504398826979472,0.9765395894428153,0.9794721407624634
0.9327485380116959,0.9707602339181286,0.9649122807017544,0.6491228070175439,0.8362573099415205,0.9649122807017544,0.9766081871345029
0.9501466275659824,0.9501466275659824,0.9618768328445748,0.6510263929618768,0.8475073313782991,0.9648093841642229,0.9648093841642229
0.9532163742690059,0.9678362573099415,0.9766081871345029,0.6491228070175439,0.8625730994152047,0.9736842105263158,0.9678362573099415
0.9530791788856305,0.9560117302052786,0.9618768328445748,0.6510263929618768,0.8504398826979472,0.9589442815249267,0.967741935483871
