Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.6818181818181818,0.5,0.8636363636363636,0.7272727272727273,0.5,0.6363636363636364
0.7619047619047619,0.7619047619047619,0.6666666666666666,0.8571428571428571,0.8095238095238095,0.8095238095238095
0.9523809523809523,0.8095238095238095,0.9047619047619048,0.9047619047619048,0.9523809523809523,0.8571428571428571
0.7142857142857143,0.7619047619047619,0.9047619047619048,0.9047619047619048,0.7619047619047619,0.9047619047619048
0.6666666666666666,0.5714285714285714,0.7619047619047619,1.0,0.5714285714285714,0.8571428571428571
0.42857142857142855,0.6190476190476191,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.7619047619047619
0.7619047619047619,0.5714285714285714,0.7619047619047619,0.9047619047619048,0.6666666666666666,0.9047619047619048
0.65,0.7,0.95,0.85,0.75,0.8
0.85,0.8,0.95,0.9,0.7,0.8
0.8,0.75,0.85,0.9,0.75,0.85
