Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.5909090909090909,0.5,0.6363636363636364,0.7727272727272727,0.8636363636363636,0.7727272727272727,0.8636363636363636
0.7619047619047619,0.6190476190476191,0.6666666666666666,0.7619047619047619,0.8095238095238095,0.8571428571428571,0.8571428571428571
0.7619047619047619,0.7142857142857143,0.7619047619047619,0.9047619047619048,0.9523809523809523,0.7142857142857143,0.7619047619047619
0.9047619047619048,0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8095238095238095,0.7142857142857143,0.7142857142857143
0.6666666666666666,0.6190476190476191,0.6666666666666666,0.7619047619047619,0.8095238095238095,0.6190476190476191,0.7619047619047619
0.6666666666666666,0.5714285714285714,0.7142857142857143,0.7619047619047619,0.8571428571428571,0.7142857142857143,0.7142857142857143
0.47619047619047616,0.6190476190476191,0.6190476190476191,0.8095238095238095,0.7619047619047619,0.7619047619047619,0.7619047619047619
0.75,0.7,0.7,0.75,0.85,0.65,0.85
0.65,0.7,0.75,0.8,0.95,0.8,0.9
0.9,0.8,0.6,0.8,0.95,0.95,0.85
