Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
1.0,0.6964285714285714,0.6964285714285714,0.6964285714285714,1.0,0.9107142857142857,0.8928571428571429
0.75,0.6607142857142857,0.6607142857142857,0.8214285714285714,0.9821428571428571,0.8035714285714286,0.8392857142857143
0.8035714285714286,0.6428571428571429,0.6428571428571429,0.8571428571428571,1.0,0.8928571428571429,0.9285714285714286
0.8392857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.0,0.9464285714285714,0.9107142857142857
0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.9464285714285714,0.9285714285714286
0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.9285714285714286,0.8571428571428571
1.0,0.6785714285714286,0.6785714285714286,0.6785714285714286,1.0,0.8928571428571429,0.8928571428571429
0.8392857142857143,0.6607142857142857,0.6607142857142857,0.6607142857142857,1.0,0.8214285714285714,0.9464285714285714
0.7777777777777778,0.6481481481481481,0.6481481481481481,0.6481481481481481,1.0,0.8333333333333334,0.8888888888888888
0.6666666666666666,0.5925925925925926,0.5925925925925926,0.5925925925925926,1.0,0.8333333333333334,0.8333333333333334
